ID,dyu,fr
ID_17973479868489,cin ti fɛ; a cɛɲumaya tun kaɲi ka kɛ i la ani a hakili.,"tu as tort ; tu devrais en avoir, à la beauté, et même à l'intelligence."
ID_19495069685427,ni koni yi djatiminin le yé,cette interprétation faite à partir du graphique peut être validée directement dans les données.
ID_19332154685963,obi référence kè fendo râ,"enfin, des fictions font parfois référence à des personnages qui n'apparaissent jamais."
ID_18943996686504,koro mal lo,"cependant, l'ancienne lentille et l'équipement d'éclairage restent en place."
ID_18826602868712,kouma yo mr paul tayé,"la parole est à monsieur paul molac, pour soutenir l’amendement numéro soixante et onze."
ID_19493867868768,a mavni folo,"les locuteurs de l'agew du sud sont connus comme les awngi, autour de dangila."
ID_17310851688223,a bi djôrô ko tcjama nan,nous nous préoccupions également de l’utilisation des fonds des investissements d’avenir.
ID_17545145688867,commission ka miria ta yi djoumè yé,quel est l’avis de la commission sur les deux amendements identiques ? avis défavorable.
ID_20003942689427,sɛbɛnnikɛla wɛrɛw bɛ ni marabɔlɔ- yɔrɔ in dòn schtockavien kan fɔcogo la,d’autres auteurs incluent cette variante régionale dans le dialecte chtokavien.
ID_18122915689988,château ni yi dji bo yoro lo,"douze rue des pecheurs a ors, dix-sept mille quatre cent quatre-vingts le château-d'oléron"
ID_19399953690524,a ka lou ni bi taga fan bê,son cours a une direction constante du nord-est vers le sud-ouest de la province.
ID_19044500691053,"binkanni wɛrew kɛra, u bɛɛ kɛra sterili ye i n'a fɔ tɛmɛnenw.","d'autres attaques eurent encore lieu, toutes aussi stériles que les précédentes."
ID_19734852691585,o ye suguya ye min ka dɔgɔ kosɛbɛ subendemik,"c'est une espèce subendémique, assez rare."
ID_19458826692117,musso ni ka ko bènè ni lo ma,elle dépend du comté de middlesex.
ID_17836686692734,princesse louis yi king le yé,"un rue princesse louise, soixante, neuf cent cinquante, ermenonville"
ID_20010677693268,"a bi mi sèbèra,a yanssini lo kalan ta ga bolo fè",ses textes qu'il écrit sont plus particulièrement en rapport avec l'amour.
ID_18802297693802,mbi son fama ka kouma kan ma,"je me range aux arguments du président brottes, et je retire mon amendement."
ID_18772149694384,a kagni an bi sega ta,"prenons l’exemple de la métropole de lyon, ou de la région auvergne-rhône-alpes."
ID_19241877869494,an yanbla djona djina,il a atteint la place de numéro trois au classement des meilleurs pongistes.
ID_17667992695478,ah bamou sso lo fatoura,"vous, mademoiselle ! s'écria le régent, vous ! et qu'est devenue votre mère ? elle est morte, monseigneur."
ID_18067153696017,a kagni kossobè,rue de kéraudren à saint-gildas-de-rhuys
ID_18072571696556,a ma se ka foyi kɛ ni mɔgɔ ka filɛ cogoyasi tɛ,"il n'eut d'ailleurs, à subir que quelques regards curieux."
ID_18963092697088,tomas mɔgɔ kura bridisira,"thomas, au nouveau-brunswick."
ID_19785682697612,lunɛti cama mɔdɛli a bi se ka kɛ a sanfɛ,différents types de lunettes peuvent être montées dessus.
ID_17527005698215,o ye n minɛ amandeman fila kan o min bɛ ye keelen o nimɔrɔ ye soiteduzi ye ale nin mil sans sɛz.,"je suis saisi de deux amendements identiques, numéros cent soixante-douze et mille cent seize."
ID_18246997698852,bon n bon yɛrɛsɔrɔ nin vɛsi nin kɔnɔ,brrr !… je me refroidis dans ce costume…
ID_19378072869941,station ka sourou en na,"la station a ses studios dans le parc jean-drapeau, sur l'île notre-dame à montréal."
ID_19952878869994,ni djamana ni na beti lo a kili sigi ni bè,betty est la fille sage de la ville.
ID_18410342700464,artikl binaniwɔɔrɔnan a bi gudo ɲafɔ kaɲɛ,l’article quarante-six ter clarifie le droit.
ID_17916443700995,ni yi dja ni flè i bi moulo je?,quel est cette chose dans l’image ?
ID_19843063701532,nounou kin mogô nounou o bo wélé ko zanatou zien,les habitants de la commune sont appelés les genétouziens.
ID_20038580702087,zenɛz ka bulevoir ni a tɔgɔ dara a la,un boulevard de genève porte son nom.
ID_19013589702636,nin viris fla ma sɔrɔ ban,il n'existe actuellement aucun traitement ni vaccin pour ce virus.
ID_19306918703194,foyi ta yira ka fɔ ko yiri miniw ye banata maɲ,les plantes infectées n'ont aucun symptôme visible.
ID_19674768870385,atalas olai ka bara bɛni no welekan man,"atlas online, est spécialisée dans l’activité des centres d’appels."
ID_19668226704474,turɛl nin a gɛɛni non epi a sanfɛ yɔrɔ ni wile ni lo,la tourelle est blanche et le toit de la lanterne est rouge.
ID_19205616705022,moɛnaz ban tuma komikatiɔn tun bi taga tle biyan fan kotera,"à la fin du moyen âge, l'axe de communication se déplace vers l'ouest."
ID_18332010870556,likiɲasi lekirsi ka tiɲɛ,"rue de lugagnac, limogne-en-quercy"
ID_18217320870609,a ta nigɛ jury bi sɔrɔmi,quelle est votre adresse électronique ?
ID_17711384706653,madam marjol n y'a ka sɛrvitɛr ye,"madame marvejol, je suis votre serviteur."
ID_18655649707197,a ye micro sogo prie elɛkti la,ils cachent des micros dans les prises électriques.
ID_17715323707733,sudeli ka papu bi bɔ juhɛl,"parc de la sourderie, villaines-la-juhel"
ID_19562219708262,piɛs ni bɛ ye konplɛ,"son complément, pièce femelle est l'écrou."
ID_19383676870892,nin yɔrɔ ni la kɛ yɔrɔ sumani ɲanaman ye pur ke ka bara ni kɛ,alki point s'avère rapidement ne pas être le lieu idéal pour s'établir.
ID_18006225870959,nin cogo ni n'a prejidis den fila ye,"à ce titre, le préjudice est donc double."
ID_19331784871015,jeni zargu ka ecoturism le,cette vallée est le foyer de l'écotourisme de jiuzhaigou.
ID_18138303710694,"lɛndi, antreprize ni yi kiabaria caaman ci.",le lundi l’entreprise a déversé plusieurs bennes par-dessus.
ID_17669000711238,o cɔgɔyara sisan an fana bina an ka depite baara kɛ.,c’est ainsi que nous jouerons notre rôle de député.
ID_19411111711772,konɔr flok gɛrɛn ne pikɛrnɛs ra,le norfolk est proche du pitcairnais.
ID_19614650712301,ni an k'a ma filɛ sapitri wɔɔrɔ faralakan ale ni o segi na duuru kan,"concrètement, six chapitres ont été ajoutés, et cinq autres ont été entièrement récrits."
ID_19021244871285,balofɛn minuw an b'a wele tarɛt olu bi vi ji duguma.,quelques espèces de tarets vivent également en eau douce.
ID_18054337713393,ka nunugu taga cogo filɛ o taga tɔ n'o segi tɔ,à contempler tous ces mouvements de ceux qui partent et de ceux qui reviennent.
ID_17377446713927,n bi baara kɛ kɔmi mɔgɔ min bi fɛnw kɔrɔ fɔ kan wɛrɛ la.,je travaille comme (traducteur / homme d'affaires).
ID_18178616714523,"a ko mesiye, mesiye de criyon nin y'a fɔ n ye tuma dɔ ra.","monsieur, murmura-t-il, monsieur de crillon m'en a parlé quelquefois."
ID_19087913715153,"ɛndiyenw b'a jatiminɛ kɔmi a bi kɛ olu ka dugu mɔgɔ dɔ ye, dugu min ye jamil ale ni kasimir ye.",les indiens la considèrent comme faisant partie de l'état de jammu-et-cachemire.
ID_17751524715706,sɛn piyɛr de perayi ka sirada.,rue du trou grillon à saint-pierre-du-perray
ID_19477060716252,breton tun ye kan min ye a tun bi fɔ komin de gran bretanɲ,le breton était parlé dans des communes de l'ouest de la bretagne totalisant habitants.
ID_19778624.87168,nin tuma nin na marfa kan beyi caaman caaman min ye elite marfa kan ye.,ce temps là il est subi du coup de feu de l'élite.
ID_19796122717337,nin nin tɔgɔ ko raglɛ e wo min b'a ra o tɔgɔ ko frigadori .,"l’île se nomme raghles, le trou se nomme frugadory."
ID_19026081717878,prodiksiyon nin kaɲi ka fɛngɛ paseke a yi artisiw ka ko caaman sipɔrte.,la production doit quant à elle supporter la majeure partie du risque artistique.
ID_19322530718424,digɛt vivie ka filmu nunu a bɛ turnera mɛsɔn dedisiyɔn min ye film dalffrɛd grevɛn ye.,tous les films d'huguette vivier ont été tournés pour continental-films d'alfred greven.
ID_19160265719068,sitefani do ale ka kumakan taara dosiye minun bi faso kɔnɔ.,stéphanie do est intervenue sur un certain nombre de dossiers locaux.
ID_18079408871961,mod min tɔgɔ ko madame okar plasi tan ni saba nan.,"modes madame hoccart, douze, place simon-vollant."
ID_19771064720143,garni ka site lo,"les sites de garni, geghard et ketcharis sont des destinations touristiques très fréquentées."
ID_19741006720818,koungolo ni yakili bi fan bè,"la tête, avec les yeux de chaque côté, est plus étroite que le prothorax."
ID_19566350721366,aka so bi paris konon,son siège est situé à paris.
ID_17326303721907,ne ti seka son ni na,je ne peux être favorable à une rédaction déclarative.
ID_17314827722441,an kakan ka ladjè fôlô,"le principe retenu, celui de l’expérimentation, va dans le bon sens."
ID_19967873722987,touba bou ka koo tara gnafè,côté français les choses ont évolué fortement depuis la veille.
ID_19579587872353,mbin ga se tan ya fôra,je vous confesse mes faiblesses.
ID_19240851872407,ni koni kèra ka ben ni samia touma yé,celle-ci a lieu de décembre à mi-avril inclus et correspond aux intenses gelées hivernales.
ID_19530362724668,touma bè a gnaga mini lo,"elle est souvent enturbannée et richement habillée, signes d'une origine patricienne."
ID_19776865725202,recor bi sôrô livrou ni la,cet article comprend également des records de la coupe du roi.
ID_18023169872573,bergerac kouman kan lo,"place des deux conils, vingt-quatre mille cent bergerac"
ID_19813280726318,kouran bow môgô yi machine dô low kourou kan,une centrale hydroélectrique est implantée sur la commune.
ID_17531228872686,a bôra livrou ni la a mè na,"source : anpe, deux mille cinq."
ID_18075845872739,dougou ni yèrè gnamôgô ko alé bi fè ka boyan,le président de la république a même dit qu’il voulait l’amplifier.
ID_17409205727937,kalan min nafa ka bow,la leçon la plus importante.
ID_19734975728468,tchèni bâ yira ko fen beyi,le gras dans la colonne km signifie la présence d'un échangeur.
ID_18535143729367,mbi fè ka tim apple fo,je tiens à remercier tim apple.
ID_17327469730009,mina ko kelé ya fô i yé,"j’en citerai un seul exemple, parmi bien d’autres."
ID_18214975730567,feni kagni kodjougou,"autres meubles, bibelots, tableaux, plantes, objets d'art ad libitum."
ID_19291436873111,a boyèna donkili tcjèma,"natif de wellington, shropshire, nigel grandit dans une famille de musiciens."
ID_17761515731651,winerban ka ko lo,"quatre rue victor subit, soixante-neuf mille cent villeurbanne"
ID_19423715732276,yorô ni tôgô ko barker,la principale localité du district est mount barker.
ID_19133125873289,a ka château toun yé jean ta yé,"son château appartenait au père de jeanne grey, le marquis de dorset."
ID_19675935733435,o bèyi fani kélé dow,"en cas d'égalité lors des demi-finales, c'est l'équipe la mieux classée qui se qualifie."
ID_18056458733966,angana koni gèlèya,ne complexifions pas en élargissant le champ des conventions.
ID_18411804734574,kamera ni toumbi yèlè ma na fan bè,"la caméra trônait, à quelques dizaines de centimètres d’elle."
ID_17699706735123,o bina yongon famou,"trente-deux boulevard savart, zéro deux, huit cent trente saint-michel"
ID_17761341735652,an fana bâ lon ko usine bi bara kè,"pour autant, nous savons aussi que l’industriel transformateur peut être une toute petite entreprise."
ID_18054661736193,kin dô lo,"rue des prés de julie, andoins"
ID_17864315736727,a toun preni lo touma min na a bena,il était dans la masure quand elle s'est écroulée.
ID_19121982737264,société ni tôgô ko di?,la société issue de la fusion prend le nom de thermo fisher scientific.
ID_18443276873789,i demousso min sana tan ni wôrô yé,ta fille fut toute pareille à cette jeune étrangère vers seize ans.
ID_19061764873845,a lelo gagnéna a dôgô mousso yafè,"sur les championnats nationaux, hannah barnes remporte le titre en contre-la-montre devant sa sœur."
ID_17851180739135,plassi ni tôgô lara jacques râ,"place jacques fougerat, quarante-deux mille six cent trente régny"
ID_18309909739762,ale lo ya fô,"allée de noaillat, cormoranche-sur-saône"
ID_19025330740342,aya ka ballon tan bè kè yan,brian little réalise l'intégralité de sa carrière avec l'équipe d'aston villa.
ID_18921067740888,bara da sôbê lo an kan kan an djan to a la,il s’agit d’un amendement très important.
ID_17916389741424,lè balo yoro la,la ferme aux cochons élève des cochons qui sont nourris gracieusement.
ID_19663891741965,bouton bidourou ni kelé,le paige bouton soixante-cinq cinquante-huit.
ID_19177205742495,oya nomé komi administrateur,l'antipape le nomme administrateur du diocèse de viviers.
ID_19447078743029,an bina yongon famou,les règles du disc golf sont directement inspirées de celles du golf.
ID_19139440743649,mogo tchama nana,et plusieurs webzines spécialisés attribuèrent de très bonnes notes à cet opus.
ID_20000322.87442,o bina aka recors tèmè kalo wèrè,"maryse bastié lui reprendra ce record en septembre, sur un klemm, appareil plus puissant."
ID_18047902744807,indien ou ta yira kolou korôto ni bè,"de leur côté, les indiens ne se montraient nullement pressés."
ID_18049923745358,a kèra komi a kagni,"«peut-être bien …,» balbutia seulement le colonel."
ID_19706490745906,mogo tan ni fla welé ni bè kan nan,quatorze autres personnes sont interpellées en région parisienne et dans le cantal.
ID_19391663746514,yoro ni togo ko yakouren,la commune de yakouren est située à l'est de la wilaya de tizi ouzou.
ID_19329556874705,a toun mako bi téléphone nan,la nouvelle compagnie avait alors besoin d'appareils.
ID_18064048747587,mr charny ya yira ko ti koumon kèra,"monsieur de charny comprit, à l'air du comte, qu'il ne plaisantait pas."
ID_17798232748124,fɛn dɔ beyi o bi ta ka tɛmɛ an bi kibaria min kuma fɔra ko trante sɛnk ɛr ye.,il y a là quelque chose qui va au-delà du seul sujet des trente-cinq heures.
ID_19061737748665,a tɔgɔ lɔnna a ka barada ra min ye filmu bo ye ko nin tɔgɔ min ye fransine ye.,elle reste principalement connue pour le personnage de francine.
ID_19653047874941,puwaro ale ka ankɛt kɛ.,poirot mène l'enquête...
ID_19549840874997,n tun barila ka nɛnɛ fasugu dɔ kɔrɔsi n farila. a bi daminɛ n seen ka yɛlɛ foo n disi.,je sentis une certaine impression de froid monter de mes pieds à ma poitrine.
ID_19802957875052,a ka roli min jue o le ye water polo ka cuzini ye,elle est la cousine de la joueuse de water-polo bronwyn mayer.
ID_18412848751054,ala darisoo min ye an ba wele ko sapɛl ale fitini cɛɲumani dɔ filɛ,"une chapelle, petite et jolie."
ID_18115709751593,a ba fɛ a tun ba di joona,ils voulaient que plutôt il fit restitution.
ID_17791521875214,san kɛmɛ nin kɔ tɛmɛni kɔ,des centaines d’années s’étaient écoulées.
ID_18064123752692,manti le tun min tu ye siriyɛnw ta ye,"c'étaient des manates qui, comme le dugong et le stellère, appartiennent à l'ordre des syréniens."
ID_18245741753242,an ka bɔnbɔn sugandi pur k dimansi lo ka bɔnbɔnw kan ka sugandi.,nous choisissions des bonbons pour le dessert du dimanche.
ID_18054482753784,kin min tɔgɔ ye ko abe pastis katre sink san trante bole .,"rue abbé pasty, quarante-cinq, cent trente baule"
ID_18968390754385,bilan nin a tun ka caa kojugu.,le bilan humain est très lourd.
ID_17918351795354,n kɔni sigila n'a ye k'o an ka deziɛm ipotɛz ni i na kɛ tiɲɛ ye,j’espère que c’est cette deuxième hypothèse qui se vérifiera.
ID_19470919.87963,an ka komine nin ale fana yi komanbre ye peyi min tɔgɔ ye vuwaronɛ ye.,la commune est membre de la communauté du pays voironnais.
ID_19363072796985,a y'a ninyɔrɔ ta edisiyon wɔrɔ tuguni kɔ.,il participe aux six éditions suivantes.
ID_19801991797596,olou fila lo bi tougoi yongon kon,"les deux thèmes se succèdent dans l'exposition et la réexposition, donnant l'effet de l'hésitation."
ID_19264222798177,kilani lo bi yan fèyi,la division entre babourine et rogozine entraîne un rapprochement entre rogozine et glaziev.
ID_19264500798904,datougou ni bi sega yagamou,l'enfermement peut échouer si des adaptateurs peuvent être achetés pour rendre les composants compatibles.
ID_19446857799496,batista giovanni,giovanni battista zeno étudie à l'université de padoue.
ID_19757102880006,journal ni kalan ka nôgô,les éditions urtext sont également plus faciles à lire que des fac-similés.
ID_17667051880064,carpenteri ka sira,"route de la carpenterie, soixante-seize mille cent quatre-vingt-dix valliquerville"
ID_18509516801212,trompette ki lo,"rue de la trompette, dix-sept mille la rochelle"
ID_18944190801901,a yi balon tan ni môgô yé,"il est joué par l'acteur anglais d'origine indienne, kunal nayyar."
ID_19619547880249,tour kele lo bina fanga di gama kele man,"une tour, de forme circulaire, vient protéger chacune de ces ailes antérieures."
ID_19563094803046,moulo kèra do,les espèces de ce genre sont endémiques du département de cundinamarca en colombie.
ID_18468492803596,fila ni bèyi kelé,les amendements numéros six cent quatre-vingt-neuf et neuf cent soixante-cinq sont identiques.
ID_18195434804142,obina ben,anna avala une gorgée de thé avec un petit frisson.
ID_18459974880476,amis a fɔ n ɲana i bi n'a wele saron .,"hamid, dis-moi, tu m’appelleras charron?"
ID_18070957805313,jii sira ni tun tigɛn tun ta ra mɛ a tun bi a yɛrɛma,les cours d’eaux n’étaient pas canalisés mais naturels.
ID_18046909805876,a bi fan le ɲimi,il mange des œufs à la coque !
ID_18394374880643,sodfe ka sira fu ni fu ni fu ni duuru,"route de chaudefeuille, zéro cinq, zéro zéro zéro gap"
ID_17319347806975,a tun mana refɔrmu min ta a si tu te ɲanama ye,toute réforme fait des perdants
ID_19798911880761,ni ka a miriya tun ka gɛlɛn,"là encore peut-être, et c’était poignant à penser."
ID_19145629880817,nin barada nin tun ti ɲanaman ye,cette mission était inhabitée.
ID_19150493808837,oyi donkili li ka vidéo bô,une clip vidéo de la chanson ' est également tourné.
ID_19175247880942,aya fara yongon kan,elle a totalise en équipe d'allemagne.
ID_19089802809988,a bi kè ka dan dougou kibaria man,le vote vote ensuite selon la tendance nationale.
ID_19458940881054,ni bi sikora moulo ra,ces baies géminées représentent ainsi une porte vers le rêve.
ID_18104548811088,ni bèyi galow,"trente-neuf rue de banzeau, quatre-vingt-cinq mille trois cent trente noirmoutier-en-l'île"
ID_19250892811631,a barla déni nan,"saga consacrée à geralt de riv et ciri, l’enfant-surprise."
ID_17714331812177,am bâ kédi,et je vous ai répondu que vous faisiez tout pour ça ! déclarait victorieusement madame josserand.
ID_18653139812733,a nana ka bô brésil mara la,"il est revenu de breteuil, aux premiers bruits."
ID_17895410813374,saint georges lo bi kouma nan,allée prieuré à saint-georges-des-groseillers
ID_18143372813934,sira ni lo bi,"route de sorède, soixante-six, six cent quatre-vingt-dix saint-andré"
ID_17349665881455,luvrou bila ni de ta bali ko kan,le livre est sur la surface de la table.
ID_19733555815098,a bi sorô fana pays bas ani yoro wèrè,"on en trouve aussi aux pays-bas, au luxembourg et en suisse."
ID_19726895815641,vénéréologie lo bi na ni djabi,la généalogie vient répondre à cette question.
ID_18960024881619,amérindien ka fanga lo,les forces amérindiennes sont commandées par tecumseh.
ID_19421500816724,muso man ni ye fan deen fila la ɲaga dɔ mon bi yiri sanfɛ,la femelle pond deux œufs dans un nid suspendu à une branche d'arbre.
ID_17374469817267,n lani no'a ta k'a tun ka d'a ye,je suis sûr qu'ils aimèrent.
ID_19034823881781,a ka balɔntan kariɛri tɛmɛni kɔ a don n'a antrɛnɛri bara ra,"après l'arrêt de sa carrière de joueur, il se lance dans une carrière d’entraîneur."
ID_18092436818357,carhaix ka mogo gagne na,c’est le gars de carhaix qui a gagné.
ID_19753493819096,a tôgô lara ka boyan lassé kalan so bâ man,il est nommé en l'honneur de l'université de hambourg.
ID_18007088819664,ayi kasdara soro,j’ai eu un accident.
ID_19805980820212,a toum bèna création ma,le résultat fut largement favorable à cette création.
ID_18068056820765,ne ka,"la transparence est nécessaire, nous nous y soumettons."
ID_19381823821313,a ka baara nin tun ka ca.,son œuvre ensuite est abondante.
ID_19733618821855,o ka kɛlɛ kun ye tugu ni kanw ka klenya sira arime ra,il milite ensuite pour l'égalité linguistique dans l'armée.
ID_17588822822396,nin kuma nin tɛmɛna sans kɛmɛ kɛmɛ tɛmɛ ninw kɔ,le débat a eu lieu dans les siècles derniers.
ID_17332568822935,a ti see n'a ti kɛ waritigi ye,il n'en sera que plus riche.
ID_18054392823464,on dirɛ kɔrɔ bi nin bɛra,il paraît que tout cela est logique.
ID_19255467824003,a bi kanadiɛnw ka grupu mɛlmedia cɛma,elle appartient au groupe canadien bell media.
ID_17721341882468,latri ka cin wolonfila,sept rue de l'atrie
ID_19842246825216,nɛnɛni bi kɛ fasugu saaba,la dégustation se décompose en trois étapes.
ID_18076428825755,a don n'a sanbru la,elle s’est retirée dans sa chambre.
ID_17365404826294,ma kissè foyi soro foro la,je ne trouve aucune graine dans ce champ.
ID_18904277882682,siran yan bi fanga kora a bi diugou bika sira kan,la crainte et l'horreur de la dictature conduisaient le pays tout droit à l'anarchie.
ID_18936950882735,a bi balon tan komi kélè lo,il joue au poste de défenseur ou milieu de terrain avec l'équipe de suède.
ID_19788805827891,i bina denn nani sôrôw,"ils auront quatre enfants, dont le géographe marc vernière, mort accidentellement."
ID_19132841828435,o tununna yɔgɔ na san caman tɛmɛni kɔ tuman min na o bɔra munich,ils perdirent contact plusieurs années après que chacun quitte munich.
ID_19415086882908,plantin k tèmè sira bi sôrô paris,le passage plantin est situé dans le de paris.
ID_19587929829632,entrepris allemand lo,une autre entreprise allemande propose sur le même concept que le précédent l'urinette pipilissi.
ID_19257722830254,aka yamogô bi yanfè,son chef lieu est emmendingen.
ID_19799352830795,tiuma dôrô a toum bâ fôra ka diussou kadi,d’autres fois il disait: « elle est heureuse pour sa santé.
ID_19966326831336,oya la tôgô kan ko bertini,il est surnommé bertini.
ID_18475516883187,a boyè na yé yôrô saba,trois fois plus grand.
ID_17804644.88324,min yi boɲɛnni na o b'a wele janfa.,ce qu’en termes polis on appelle… trompé !
ID_18470157832936,o bi ka yira ko kongo woulou bi tchaya ra,c’est bien la preuve que le loup prolifère.
ID_17831483883347,nin ofisie ni bi dana a ka lɔni kɔsɔ,cet officier est d'ailleurs distingué par ses talens et ses connaissances étendues.
ID_18774023834004,tumadɔ masa bi talima walima mademazel mars wele kana dumini kɛ,il arrivait aussi quelquefois à l'empereur de faire inviter à déjeuner talma ou mademoiselle mars.
ID_18691273834615,an bi se ka fèn bè minè ni col yé,on fait tenir pratiquement n’importe quoi avec de la super glu.
ID_19419994835168,i jak karol mɛtr apothicɛr le tun bin nin l'uni kɔnɔ,"cette maison fut habitée par un certain isaac caron, maitre apothicaire."
ID_18561679835793,a tun bi sɔkɔra o kan i n'a fɔ o bi sapelɛ fɔ cogo mina,il les récitait en boucle comme on dit son chapelet.
ID_17535831836343,nin bi la nin de kɔ,la vie demandait une préparation plus forte.
ID_19455112836887,o ka mè yélè mana,les maires des trois anciennes communes deviennent maires délégués.
ID_19185923837447,na sara a denn lo bina lô na gné,"à sa mort, son fils se chargera de défendre son projet."
ID_18854999838038,"pressé ko tè,adèle ma sé san ta ni konon ton man","ce n’est pas si pressé, adèle n’a pas dix-huit ans."
ID_19872935883863,môgô kadi o yé,antoine watteau est probablement l'artiste qu'ils admirent le plus.
ID_18402599839338,oya fô chofèr ma kaka dow fara a sen kan,"le conseiller demanda au chauffeur d’accélérer, ce qu’il fit, modérément."
ID_18423119839905,ne yanden tounti tan,je n’ai pas eu toujours les yeux éraillés et bordés d’écarlate.
ID_18265703840454,mɔnt pɛrmie o ye dugu le ye,"montfermeil, c'est un pays."
ID_18083284840995,panie karayib jukɔ sira faran,"rue du panier caraïbe, ducos"
ID_18093142841634,kariyɛr den wolonfila min tugunibɛ ɲɔgɔnkɔ.,sept carriera d'amont
ID_18093700842187,sigi yɔrɔ ba fla,deux place lange
ID_18205557842733,wagati dɔ ye ne ɲa muni,voilà une heure que je… yupp !
ID_17750431843288,o cira nin be yi,ces commissions existent.
ID_17335279884382,aw yi livruw segi ka bila o cogoya kɔrɔ la.,rangez les livres en ordre.
ID_19147913844414,tɛmɛ sira kɛra ni nowɛl yiri ye,le plancher est en sapin.
ID_17799294884496,fasiyɛl tun y'a gwɛn.,facial l'avait congédiée.
ID_17427646.88455,aw ka sɔrɔka jigɛ minɛ,pour que vous pêchiez.
ID_18916271846047,ebel kur sira,un route de sébécourt
ID_19614695846586,a ka masaya ka kan ka kɛ san kelen le ye,son mandat est alors d'un an.
ID_18247022847203,a ka di n ye ka weeleni kɛ,j’aimerais téléphoner.
ID_19003563847754,ɲɔgɔndan ni na nimuwazi nunu ka ataki ani o ka defanzi lo maɲi ka tɛmɛ bɛ ta kan.,les nîmoises possèdent la plus mauvaise attaque du championnat et la mauvaise défense.
ID_19415075.88483,a ɲakɔfɛta gwɛnibɛ.,le revers est blanc.
ID_18189223848953,maxim sɔkɔra ka pan,maxime rebondit.
ID_17411048884951,bɛgɛ ba wɛrɛw nɛrɛmuguman,un autre grand animal jaune.
ID_17525630850055,a ka fari dɔɔni ni kafe ye,c’est un peu fort de café.
ID_18169762.88506,n son tɔ kura polisiyara,quand j’étais jeune flic.
ID_18083311851144,a sigini lo a ka lu kɔnɔ,elle demeure dans sa maison.
ID_18492466851676,cɛni belebeleba,une très grosse bêtise.
ID_18072018852215,a ba yɛrɛ gwanna dondɔni,"peu à peu, elle s'échauffa."
ID_18155534852828,ayiwa n ye a fɔ o ɲana,est-ce que je leur ai dit ?…
ID_18845938853376,brande la peruyi ka foro.,"champs de brande, la pérouille"
ID_17367753885391,krwazik ka batow ka jɔyɔrɔ.,le port du croizic.
ID_17358962885451,brehat ka jamana deni,l'île de bréhat.
ID_18241094855054,ags ɲasinlebɛ saraw le ma,l’ags concerne les salaires.
ID_18274755855605,a ɲabɔra ow fɛ,pécuchet les convoita.
ID_17846614856153,minɛni saba bwasele kɔnɔ.,trois impasse de la boisselée
ID_17947843856697,ɔn! sɔgɔlideni.,tiens ! un petit crevé !
ID_18098604857238,tan ni nani aveni de nɔrwis .,quatorze a avenue de northwich
ID_18328516857894,"kawusɛl tɛmɛsira, feyitat .","passage du caroussel, feytiat"
ID_17692070858526,alɛksi iɲas a epinal ka plasi.,place alexis ignace à épinal
ID_18047291859227,i bi bata la wa?,avez-vous un travail ?
ID_19846377885977,st o wagati min na,"pendant ce temps, le st."
ID_18899800860307,an ɲɛkɔrɔ a bi fɛ ka bɛn ɲɔgɔnma,cela nous paraîtrait cohérent.
ID_19708240860874,ka se ko sɔrɔ a ka gwɛlɛn,leur accès est très difficile.
ID_18047804861423,lu dɔw kɔnɔ,dans certaines maisons.
ID_17770321861954,saya kan ka,d’une voix mourante.
ID_18441318862495,ala ma kɛ a fɛ,dieu ne l'a pas voulu.
ID_18901540863032,ni dusu gwan muyuni ye,avec une colère contenue.
ID_18437200886357,ayiwa n ga se ka jigɛ minɛ,pour que je pêche.
ID_19846842.88642,a sara seyilak mara la.,il meurt le à seilhac.
ID_18522638886482,rɔme ka siko tun bi benna.,le rêve de rome s'écroulait.
ID_18926251865366,a laban ban na,ce dernier refuse.
ID_18720548865902,a b'a famuna?,vous comprenez ?
ID_17356139866434,eme o wele ka na.,"toi, tu as été aimé."
ID_17916378866975,a tun b'a lɔn na tun b'a kanu.,on sait s'il l'adorait.
ID_18910773867528,an bi no kè,nous agirons en trois temps.
ID_17405779868065,a tina yana bô,ça ne marche pas.
ID_18906647868604,aw yi bo na yé,emmenez-le dehors.
ID_17335059869278,a yi mogô tchama welé,il a invité beaucoup de monde.
ID_18265706869922,mouna?ne na la ni bè wa?,"comment, je suis bête ?"
ID_18820486887048,o ayi o ayi,oh ! aïe ! oh ! aïe !
ID_19193710871024,orion yan,le visage d’orion.
ID_18189202871572,babose nenɲankɔrɔ nin ka figɛn.,babochet ça me paraît léger !
ID_17332255872125,wulu b'o kɔ,le chien est avec eux.
ID_18687224872666,ne n'ale drɔn le tora.,il n’y a plus qu’elle et moi.
ID_17872094.88732,"ne, ne bi bakilar kanu.","j’aime baculard, moi !"
ID_17719566873732,na ma yannabo anbi na yigi,au pire on sera mouillés.
ID_19176278887427,oyé yongon kiunbè kokura koro,elle se rencontre vers kokura.
ID_17359236887487,kiuroussi mi ka bon ka tèmè,un pantalon trop grand.
ID_18700144875484,midi sera ka ban.,il est bientôt midi…
ID_17347754887603,dumuni wagati ra.,à l'heure du dîner.
ID_17368044876567,woulou de ni mugan,vingt et un petits chiens.
ID_18408147877096,a toun ti lara,il n'en revenait pas.
ID_17402759877628,a tou bi tolo ké ra,il jouait avec lui.
ID_18000453878167,jon le ye lɛtri ni cii,qui a expédié cette lettre ?
