ID,dyu,fr
ID_19790398.39285,anga monè bo yakou,0
ID_17413715929214,ilali bara ka bina diya en yeé wa?,0
ID_19664120392977,kongoyalakɛ baga dɔw ye bandi dɔw minɛ ameriki ka uwɛst la.,0
ID_18822796930318,nin touyé bara kè un kumbina wari sôrô,0
ID_18703253930857,a kɛni lo ka bon min pɛntire.,0
ID_17810324931415,n y'a fɔ ye k'o n ye masacɛ ye mɛ a dogora a ka bon n'a,0
ID_18026352393196,o hakilinan ta,0
ID_19702938932598,o bè nana alé yôrôni na,0
ID_19706092933165,kènè wèrè kan teno,0
ID_19983900933709,kom san bè obi a kè tan,0
ID_19585907934336,a daminè ani a laban,0
ID_19751103934891,a bè gèni lo,0
ID_18238654935447,a bi ka alé lo welé,0
ID_18115695935995,mouna a mèna,0
ID_18056273936558,sisan kuma sera madame ani zeneva ma min bina kuma o ka ko nimero kɛmɛfila ni tan.,0
ID_19752409393717,ko tɔm kɔmptɔm ka sokolanfɔlɔ min bi jɔn wintɛr bilasira fo san tan.,0
ID_17725596937857,"ko suverɛn taara jigi markolini ka masabon na, suverɛn min sigini le foburgwa de frederistad ra.",0
ID_19176884938553,ko tablo bi se ka kɛ dafani kolo ye ale ni dafata nunu bi se ka kɛ dɔnkilila fɛn ye. min ye bɔngo ye.,0
ID_19705239939266,ko lotɛl jɔlɔkɔ caama lo beyi diyen nin na min be sɔrɔ duguba kɔnɔ.,0
ID_18540104939838,ko depite nunu ye kuma kan dɔ bila min bi ka kɛ o bi ɲɔngɔn boɲɛ oni ɲɔgɔncɛ.,0
ID_19153048940399,ko bɛn nunu lablani le lamɔden fila le ye.,0
ID_19583543940947,ko a tun yi matigi ka famiyi dɔ ye min ye karterɛt de rɔrmandi ye.,0
ID_18127407394149,ko kuma bi mese sitanisilas gereni bolo min bi se ka lafisaliya bila ɲantagara nimero kɛmɛseegi ni bikɔnɔntɔn ni bisaba.,0
ID_19156334942037,ko a sigira kruwasi a yi o yɔrɔ la samira dɔw siratama minuw tun bɔni li marakas kan.,0
ID_19400105942645,ko dogo li lo,0
ID_18468372943188,batobolila caaman ye fariman ye dɔrɔmin kama.,0
ID_19585458394373,ko lafiali rchama ma tounbeyi ni kofè,0
ID_19667677394436,danemark tagara gnafè,0
ID_19681974944988,ko a beyi duguba komini dɔ fɛ min togo ye fotokoli ye ale ni vilazi ka sɛf de kantɔn dɔ beyi min ye amsilga ye.,0
ID_19590363945537,ko mɛ nin siyɛn kelen nin na ko cɛrkle nin ma se ka a yɛrɛ sɔn minɛ.,0
ID_18475084946087,ko dɔw ɲa tun bɔni mɔgɔfagalaw ɲa le ma.,0
ID_18020872946648,onhon a kɛra komi dɔni mi tajurusarale kɛra,0
ID_19966507947308,"tiɲɛ na , a y'a sen don sigida muritili dɔ damatɛmɛni n'a samoa jamana n'a",0
ID_18192683947902,ridɛs tan waga kelen ni kɛmɛ duuru,0
ID_19655089948462,inafô okun ti sega fourou,0
ID_17810161949149,n b'i ɲininga na muso vɛrdini .,0
ID_17366533949711,sogo morosso,0
ID_19603200950362,olotip ka kungolo fɛn kɔnɔ tununa.,0
ID_18054611950934,dul ta sira pɔn de larn.,0
ID_19798520951478,hali nne a fɔra maluɛn.,0
ID_19706943952014,faman min bi kɛlɛ daminɛ marne ka kɛlɛ ra.,0
ID_18057375952558,yɛlɛyɔrɔ saba.,0
ID_19622665953087,karɛn wud bi silvi lapara ka sii ka tɔgɔ lo ye.,0
ID_18031546953621,jitigi sodasi ma sigisigi tugu,0
ID_18078912954146,rzmɔndɛt lakoi ka siraba mugan,0
ID_19722410954675,yɔrɔni ni bi sira y'a bila,0
ID_18217280395521,gary ka sira,0
ID_17998465955827,chzmpnovaz sira,0
ID_17323200956366,aka ko nounou ti seka ta gnèfè,0
ID_19102218956902,dugu cɛcin no ni baji saaba ye,0
ID_19548398957562,a bi se ka mɔgɔw lakisi ko dɔw ma,0
ID_20042899958108,an boro doudou la en tifè ka sigi,0
ID_19579288958652,suu ti firinfirin n'a ti kirin,0
ID_19788858959315,a kun kɔrɔtani bɛ a la lɛni sababu fɛ.,0
ID_17818657959856,rudibɛf dɔ lo.,0
ID_18625956396045,foyi teyi ka kɛ an bi n'a kɔnɔnikɛ,0
ID_19643605960998,ah ala tɔgɔra n denmuso tun bi'n lamɛn,0
ID_18215710961637,a y'a nin do ara,0
ID_18476970962235,mardi cɛ frédéric baribie,0
ID_19150483962786,a yi kola ka denmuso ye,0
ID_19674556963323,a sutra la glɛn n'a,0
ID_18169436963854,zéro zéro lo anou fè,0
ID_18485085964398,mougan alé ni sèbè,0
ID_18950169964942,a ɲafɛ yɔrɔ bei kɔmi finman gwɛ,0
ID_17362248965483,o bi kalan na,0
ID_18693126966022,a wolo lon,0
ID_20027561966556,éric ni joël bi kouma sama na,0
ID_19757979967183,aka dougou bâ bi sirdana,0
ID_18514492968117,a b'a falen nɔgɔya.,0
ID_18150808968678,ô ni kagni ka tchè youma ya na yé,0
ID_19701846969383,pietro lorezan ye alvis ani izabela barozi den ye.,0
ID_19646203969939,a kɛra montaɲ teatri ɲamɔgɔ le ye.,0
ID_19702028397049,a bâ lon ko deri li kadi,0
ID_17748511397103,abèra ayi mogô kèmè fla lo sôrô,0
ID_17508099971574,mɛtro be sɔrɔ min le ?,0
ID_17430039397211,bibiliotɛkira,0
ID_19629718972652,oya bô ka sso la a ya ka yannan man ya daminè,0
ID_18293246973303,binani ni wɔrɔ bis sɛrvɛ kin.,0
ID_18888623973858,chaiz wèrè,0
ID_18170954974407,n bi fan dɔni kɛra.,0
ID_17355135974988,o teliya ni bɛ.,0
ID_17402302975534,ka kumana ni ti jarsɛn na,0
ID_18012891397608,farmasi ni bi mi,0
ID_17452109976617,tugani cɛma,0
ID_18316937977165,allemagne dou gou konon,0
ID_18045955977773,i yè na dè.i bi taga min,0
ID_18386268978305,sabana sira gap kɔnɔ.,0
ID_19729908979042,a ti sɛkɔ kuba ni a ye.,0
ID_17415537979602,clé bi n'a bila layɔrɔ jukɔrɔ,0
ID_17526229.39802,tchè no,0
ID_18252732980749,ni tchèni bi yan,0
ID_17503540981295,toulé déni,0
ID_19139519981833,anglais sera gnè fè,0
ID_19958556982372,a ye ɲataga sɔrɔ ni sedan ka defansɛri y'a le ye,0
ID_17493337982909,o siya fila nin o si ti ɲɔgɔn ye.,0
ID_19968043983445,kouma yèlè ma baga yanan man lo aka fari fana,0
ID_19306861983972,ku flannan ne ye ni ye bok ta,0
ID_18408170398459,n ta lɔn ka ɲɛn.,0
ID_18892174985133,mulo ni o lo,0
ID_17405509985667,n kaɲi ka taga.,0
ID_19729895986254,ala ka yafa an ma.,0
ID_17998467986785,a lani bɛra,0
ID_18032253987398,lɔnbac ka siraba tan ale ni kelen.,0
ID_18480855987947,o mɔgɔ wolonfila le ran na.,0
ID_18653128988483,a ye n cin n ka mole la.,0
ID_18245542398913,sɛziba wɛrɛ tuguni.,0
ID_18886176989675,binaani ni fɛn dɔ.,0
ID_18939838.39903,a tina mɛ ka tɛmɛ wagati kelen kan.,0
ID_18349908990924,a ! o dɔrɔn le.,0
ID_18241928991473,aw bi angilɛkan fɔ wa ?,0
ID_18906765992016,pat ka sira tan ni seegi,0
ID_17561828399263,mu ne baw ra nin olo,0
ID_18640076993206,a sun bi kɛdi an gan jigi bila a kan,0
ID_17483612993757,aka fissa ten,0
ID_18223072994293,kumakan wɛrɛ teyi,0
ID_17320942399484,sɔnsɔn tun kadi n ye kaɲɛ,0
ID_17353137995373,kalan den mɔgɔ bisaaba,0
ID_18077275399601,aw yi kibariya sɔrɔ ni jonle ye,0
ID_19725340996563,a ma sɔn a ka bagamako ma.,0
ID_19745754997169,deen cɛ fila bamuso lo,0
ID_18150807997786,ohh ye mesie kunu,0
ID_18489979998322,tlondeni,0
ID_18059025999007,ale ko tɛ,0
ID_19984924399956,o yi ɲɔngɔn ye paposo fan na,0
ID_18475513000099,sini a bi na jigɛ minɛ,0
ID_18263102000635,a tun ma miri ɲanaman,0
ID_19751927001172,o yi tɔgɔ di a ma ko cɛ,0
ID_17483374001806,wakati mugan ni naani,0
ID_17785174400235,un talon na bina na,0
ID_18478334002883,a bi fjihê,0
ID_18052666003417,i tôgô ko di,0
ID_17786334003942,n ti kɔfɛ?,0
ID_17409240004476,sonsani den mugan ni kɔnɔntɔn,0
ID_17717415005008,seen bisaba ni seegi,0
ID_18605007005535,wulafɛ an bi na taga dɔnkɛ,0
ID_18067168006073,nin le ye ele ta ye,0
ID_17766604006608,n denmuso ti yan,0
ID_18172818007292,juma le ye a ka saki ye,0
ID_17395240007852,môgô nounou ka ko bi si?,0
ID_17842623008386,moulo ya sôrô?,0
ID_18037233009032,fendô beyi,0
ID_17379270400966,yɔrɔ bi na gwan.,0
ID_17319888010208,a bi tɔrɔ lasera fan caaman ma.,0
ID_18911766010746,a bi se k'o sɔrɔ,0
ID_18445156011273,o bi na i sinji musomani kanu,0
ID_18726795011815,a ka kuma fɔta ni donilo ɲɔgɔn na,0
ID_18652493012346,malo d'en joli le bi yan,0
ID_18473306012957,a ka kan ka famu,0
ID_17531631401349,mɔgɔ miniw bi a ka ko dogoniw kalama o tunu joona ka bɔ diɲɛ nin kɔnɔ,0
ID_19650200014025,a ka ɲangoya bi daminɛna,0
ID_17911489014554,ala k'an bɔ su ra.,0
ID_17408969015079,mɔbili ni gilanan,0
ID_17511047.40156,n mi na wele,0
ID_17406118016187,ale filɛ ten akadi ale ye.,0
ID_18077552016721,a kɛra komi a ya bɔ kora,0
ID_17385828017315,a le kanu ni lo,0
ID_18065002017859,aw bina na bi wuladanifɛ,0
ID_18110459401848,dɛmisɛn fila tun beyi.,0
ID_17526754019136,e sabari a sɔkɔra a kan.,0
ID_17419843019678,a bi yanfɛ yi.,0
ID_17356342020216,o bɛɛ yi kelen,0
ID_18053381020753,mun lo b'a ra do?,0
ID_18798128021292,nunu cɛ fila nunu.,0
ID_17400487021828,a bi se tiɲɛ ubiyɛn galon?,0
ID_17341559022367,a wɔrɔsɔ ka misɛnmisɛn,0
ID_17349106.40229,an bina jabi nunu ye.,0
ID_17427745023423,a taara.,0
ID_18483945024043,o tɛ fɔlɔ ne balimancɛ,0
ID_19401799024587,a filɛ nɔgɔ mɔdɛl dɔ lo,0
ID_19855295025128,o y'a jɛni,0
ID_18902442025664,o tɛmɛna ni ɲanyɔrɔ ye,0
ID_17478471026198,a nana mɔnbili kɔnɔ,0
ID_17352053026735,n lanibɛra ka ba fɛ,0
ID_18489890027336,an facɛ bi mule kɛ,0
ID_17359924402789,jigɛ fere yɔrɔ,0
ID_18046541028432,n bina taga nin i ye londɔ,0
ID_17717838029076,nin dankan an tina sɛkɔ ka na tugu.,0
ID_17553483029725,a ye marselɛn kirintɔ ye,0
ID_17739249403027,n bi fɛ ka taga sani kɛ,0
ID_17427679030812,sapɛldeni cɛɲumani dɔ.,0
ID_19641234031394,nɛnɛ bana sisan,0
ID_19752921031947,a te kɔrsira,0
ID_17344699.40325,an bi fani le jara.,0
ID_17329195033034,n bele ba fɛ,0
ID_18595799033568,sini wulafɛ a bi na taga dɔnkɛ,0
ID_17487666403411,a dɔgɔni tun ka di a ye,0
ID_18697917034648,jan ani jydit,0
ID_18008726035254,muna a ti se ka kɛ samedi,0
ID_18968580.40358,a bi briksɛl la.,0
ID_18719344403633,nanfigiya drɔn tɛ.,0
ID_18694300036863,n lanibara.,0
ID_18330159403747,a t'i fɛ.,0
ID_17354200403802,dugukɔnɔ mɔgɔw.,0
ID_18071322403855,da nin bi yɛlɛ tuman juman ?,0
ID_19563180039488,a sigira tile fila lɔndre .,0
ID_18073317404009,o tuma na n tun y'a kɔrɔsi.,0
ID_17994659040637,"n yi nin digi, ne.",0
ID_17525591041276,ɔnhɔn an be kɔfɛ.,0
ID_18482959041827,fɔlɔfɔlɔla a tun be jigɛ lo minɛ.,0
ID_17738958404239,kuma daminɛ fo a laban na.,0
ID_17467780042952,fanga bi n fɛ.,0
ID_17810825043524,a bina n ta wa?,0
ID_18960148044082,a tara kɔrs .,0
ID_17928178404463,i bi tilen ka ta trɛn kɔnɔnan na.,0
ID_19489820045289,ko dusudiyaba jigi ra mɔgɔw kan.,0
ID_18035162045827,karɛksi puluge ka dugu kɔnɔ,0
ID_18012857404639,n bi fɛ ka kɛ,0
ID_17485334047062,sababura i ka jigɛ minɛ,0
ID_18027489047718,nin tulon lo bi mɔgɔ ka wari ban,0
ID_18140311404827,valans dugukɔnɔna na min ye oli ka kare kan.,0
ID_19965536049067,an bena taga yan fè,0
ID_18048019049737,ibi moulo kèra,0
ID_18460032405029,alou a ko diara mogô yé,0
ID_18223809050832,nin tun ya ɲiniga,0
ID_19361342405137,koakitik ye a ka dugu lasigi ye,0
ID_17960596051905,a ye ukaziɔn ni minɛ,0
ID_17926696405244,i tɔgɔ ko di,0
ID_17788749053094,"ne ta miriya la, a bi fɛn diman lɔn.",0
ID_19137306053652,o k'a ka bara dabla semɛni den wɔɔrɔ,0
ID_17911552054203,o bi mulo kalan na,0
ID_17415570054732,o bi mɛna ni kow ye,0
ID_19743619055269,viɲɔble bi daminɛ vale de gaspero la fo ka ta gran pre ra.,0
ID_19256795055808,a yi nataniɛl agire l'on o yɔrɔ la le,0
ID_18958449405676,i yi moulo fara,0
ID_19372986057548,ɲɔgɔn famu dona,0
ID_17778194058104,a bena n bugɔ.,0
ID_19752916405865,a gwɛnibɛ opi a ɲaa man di,0
ID_17313000059422,nin fɛya ni ye bɛɛ ta le ye,0
ID_19013571059982,o dugu deni ni tɔgɔ le ye jito le ye,0
ID_17712776060915,ah bâ ka sini ya sigi la tiena,0
ID_19794186061542,ni tièbi a toun ya kè,0
ID_18548032062092,a ti pinza fè wa?,0
ID_18483918062634,aya famou yanama?,0
ID_18476417063172,tɔnɔn tara tugu.,0
ID_18726381406372,mousso markiz o yèna kodjougou,0
ID_17766990064264,ayi fanga di o man,0
ID_18864983064796,a ka dugu bla ubiɛn a ma dugu bla ?,0
ID_17407536065447,aw ye tɔ nunu di yan.,0
ID_18913025066002,aw bi fɛ n bi ta filɛ wa?,0
ID_17748508406654,fɛn ma to a ra.,0
ID_18188679067087,a ye ta ka bɔ yan.,0
ID_19664042406853,i ka nin sɔrɔ min?,0
ID_18049143406922,sanji joli le b'a fɛ?,0
ID_17361251406977,kulɛri juman?,0
ID_18638152070332,nafolotogiw bi yɛlɛ la.,0
ID_17366330070873,cɛmani kolo.,0
ID_17368374071488,ka nana yan,0
ID_18054948072144,jon le ye nin degi aw ra,0
ID_18655341072685,su benna.,0
ID_18016497073231,n naloman muso aw ba tɔ l'on,0
ID_18912990078681,sandji bi nanan,0
ID_19707015080486,musow kaɲi ka fɔɔ o ɲana.,0
ID_17393473081538,lu ni ka boon,0
ID_18905166082646,bara juma le a ba kɛra,0
ID_17960597083586,samara bi n fɛ.,0
ID_17917979084506,wagati ɲuma na.,0
ID_19557116085386,mulo tun bi kɛra kɛnɛma,0
ID_17761740086597,i ti foyi l'on a ra,0
ID_17333300087582,nin yɔrɔ ni kadi n ye,0
ID_17898198088495,i bi wagati duuru le dira n ma,0
ID_19991986089742,mɔgɔsi ma foyi famiya a ra.,0
ID_17385434090748,a bi kɔnɔni kɛra lon bɛɛ.,0
ID_18812151091737,ka soro a ma laminè,0
ID_18479106093003,i dusu jigi dɔɔni,0
ID_19681605093952,an ga tɛmɛ ɲafɛ,0
ID_18039672094896,tle tan ni duuru tɛmɛna,0
ID_18737561095805,bi konon ton ni kele,0
ID_17349767096954,kɔ ɲuman.,0
ID_17410955098005,n bamuso bina diya a ye.,0
ID_18272581099162,i nafolo tun kɛra?,0
ID_19674557100115,a le de ye nanzara ye,0
ID_18053771410103,tchè min bina na woula fè,0
ID_18902763101927,a bi fè ka nanai in yé wa?,0
ID_17341256102948,a kana bon,0
ID_17373115103847,mousso kôrô ni,0
ID_17513416104748,a ka miriya le,0
ID_17302028105635,"kabini o waati, an ye ni kibaruya in caman sɔro",0
ID_17362300106746,oka dèmissin ka tcha ka tèmè ab ta kan,0
ID_17336215410742,sigida ɲanaman,0
ID_17437479108016,fɛn kɔrɔmanw,0
ID_17426133.41086,bɛgɛn wɛrɛ nɛrɛmuguman.,0
ID_19710503110944,mogô si tina bô chi tigi ya la yan yorô la,0
ID_19127017411159,ina fô jerry ta wou,0
ID_18726334112184,a laban nan um toumbi femi fè unya sorô,0
ID_19982203112835,touma bè alé lo yi fôlô yé nga a ti bi do,0
ID_19295892113393,a yaki li kèra comi gêma ni fiman,0
ID_19254601113958,ale lo bi ile kanari ale ni krasilace ale lo bi o ko ɲafɛ a b'a famiya ka tɛmɛ.,0
ID_19631777114647,aka diplôme bâ soro droit râ,0
ID_19745044115205,aka barada limité ni lo,0
ID_18997851115748,aprɛ o y'a pibie faransai ra,0
ID_19756046116287,kotidyɛn ani sansi ka sɛsɔn fila kh ane depetrini na.,0
ID_19478565116995,nin bu wileman nin o yi ale lo tiransfɔrme ka bɔksite kɛ aliminiyɔm ye.,0
ID_19755875117596,a lon ni bɛ livru sɛbɛ le la ale ni tiatri nunuw,0
ID_18963758118156,grupu fila min yi kɔnkirance kɛ oni ɲɔgɔncɛ o bɛnna ka kelen suɲɛ ani ka kelen bila.,0
ID_19600332118931,a yi yɔrɔ caaman toyi.,0
ID_18543411119754,yɛrɛmajigi ani hakilisigi a kaɲi ya ?,0
ID_19220432120352,a fana bi bara kè anga kôrô le ko tchèma,0
ID_19596456412103,nigê djourou tigê foyi ti tèmè,0
ID_19680062121585,jean min toumbi yafè ayi gêlèya sorô,0
ID_19627586122124,bara ni bi kè foyi ti famou a râ,0
ID_19593950412276,algérie konnon lo a kèra teni tigi yamôgô yé,0
ID_18725940123318,ne ya bôni lo ni man,0
ID_19659376123867,t'as nunu ye flɛru ye karme ye,0
ID_19812961124446,siyantifik dɔw ko fidelite nin a bi bɔ zenɛsi ra.,0
ID_19965441125018,kɔlɔnbi yi mɔgɔminuw bila ka na oyi sanu medayi fila sɔrɔ ani wari medayi saba.,0
ID_19659526125571,a ye moniman caman yɛlɛma mi d'en tan ni kɔ ye alabato fɛ dɔ ye,0
ID_17802734126112,siteni ale yi bɛgɛnbalola ye madam albɛr fɛ.,0
ID_19173120126754,a le lo bi inivɛrsite denniw siege akadimi ostrog,0
ID_18448997127314,yɔrɔ melankolik lo tun no a tun koronino ni russo ye,0
ID_19733547127903,ale lo tora ipizodikeman fransi ra.,0
ID_19725380128442,a le tɛmɛni kɔ mɔgɔw ɲinana ɔrdelaikɔ,0
ID_18950086412933,komi min sitiera sɛn meliun na,0
ID_18938255129956,liksɛn ni janpol morɛn o yi barakɛ ar ni lɛtri kora,0
ID_18640213130518,n ti se ka frazi nunu sɛbɛ,0
ID_19635781413107,a toum bi ta lâ,0
ID_17801225131615,"a fô tougouni,an be na miri",0
ID_19642140132164,a sigi ni le bi sisan londr,0
ID_17791983132893,"a bɛnna ɲɛ min kan, mese.",0
ID_17346463413345,siginanyiri den naani.,0
ID_17350976133992,haminanko juman lo be yi?,0
ID_18873011134533,an ka dakan kelen ta,0
ID_17355654135077,saniya.,0
ID_19966505413561,denni tun be ɛspaɲ masa den dɔ ye.,0
ID_18005867136155,an la ko diala o ye,0
ID_18906902136684,bon lagafia ni lo,0
ID_19790405413722,"n faa, i sumanin le.",0
ID_19607911137795,a tanganin le tunizi .,0
ID_17823559138427,albɛr hɛrve sira burz.,0
ID_17421850139428,bonkɔrɔ dɔ.,0
ID_17350264140058,bonda porti le.,0
ID_18486262414061,a si te nin ye,0
ID_18091770141188,lavradi bina baraka sɔrɔ.,0
ID_19193401141731,fɔrbe be izak ka den ye saye ni aɲɛs wolola hosɛn.,0
ID_18083844414228,sigi yo rô,0
ID_18490828142976,a bé mini la kontɛs,0
ID_19606215143531,yan fè yi ko bè bi kè,0
ID_17905559414409,nne le ye jan ye,0
ID_17379539144745,oyi eme sɔrɔ.,0
ID_19678028.41453,kotɛmɛ nin na,0
ID_19754543145846,flaburu nunu faani bɛ hɛrɛ la ale ni kabine c a d ani tulufɛnw na.,0
ID_19719616146395,a ka dongili bé janto dɔw la ani bugilion taw ra,0
ID_19948815146938,a ba ta kow daminɛma ta mɔnto dugula a na gɛrɛfɛ dugula,0
ID_17836772147518,o la ni tin na,0
ID_19158413148054,retz ka kuntigi ba ye gouvernement ɲ,0
ID_18235802148612,kouma yi émilie ta yé,0
ID_19681772151049,codɛr ka ekip bi fɛn caama latɔmɔ motɛr la ni hakili ye k'o ka ta a dama kɛɲɛn.,0
ID_19188865415182,a tɔgɔ bɔra ɛnduw ka ala alaiman ne fɛ,0
ID_19006470152625,ni koni ti a bali,0
ID_19703835153466,do nia griupou,0
ID_19751868415404,ibi tara bari là,0
ID_19878281154599,a be yi dugu deni mon be trinida ani togoba&,0
ID_19123442155145,a tora nikaragala,0
ID_18873783155679,hei kana manga bɔ,0
ID_19690291156215,tailɔr smis wolola tɛsas etasuni,0
ID_17344482156764,paji naaninan,0
ID_18008770157321,hameau d'escanis min be aurillac,0
ID_175618297.4158,a bi kouma nan tchama,0
ID_17810321415892,abi sera ma ka sôrô a bi toro la,0
ID_17784242159696,a fôlô yé a bi san fila,0
ID_19872422160295,nounou ma sèbè,0
ID_19467564160886,oli sarala ni sɛbɛba ye bekani kɛna law ka kiritigɛ la fɛ,0
ID_18621635161637,an ni sɔgɔma ne ka musokɔrɔbatilenin.,0
ID_17973865162316,kuma bi madamu mari-helɛn fabre bolokan ka dɛmɛ di sariya kɛmɛduuru nin bisaaba ni saaba nan man,0
ID_18856208162989,a ka fili ye juma ye,0
ID_19726571163568,a yi miniw bi lɔlikɛbaga ban ka sɛbɛtigi dɔ ye,0
ID_17630278164119,ruel fronton,0
ID_19717492164655,"kelen ye ni yɔrk ka camancɛ ta ye, dɔni yi lɔndr ta ye.",0
ID_19421841165316,i ɲa b'a ra a ɲan le.,0
ID_19283559165952,zida bi sɔkɔra.,0
ID_19798671416651,yala o tɛ wele ko musichetta wa?,0
ID_18073618167056,a kadi n ye ka taga ɲãni n ka fɛn dɔ ye.,0
ID_18056478167824,pɛrdikan ka tɔrɔgɔ caman y'o yɛrɛsɔrɔ mɛ kalo sufɛ,0
ID_18692434168384,a bɛɛ ci n ma fiɲɛn fɛ.,0
ID_19310259169278,a bi chira gnan,0
ID_19026166169886,fama kofè mogo tan lo beyi,0
ID_19614191170442,eugène tounbe chi dougouma yôrô la,0
ID_17731799170995,an yi mɔgɔ min dɛmɛ a faa ra.,0
ID_18343828417171,opiyak sira labrigɛr.,0
ID_17941754172285,ila ni bi iyèrè la dè,0
ID_18192656172935,"mourelens ka tɛmɛɲɔrɔ, gradignan",0
ID_19141654417353,a yi ayèrê la bila,0
ID_19703281417409,a tou gêreni lo,0
ID_18225175417464,bâti yé ka sira,0
ID_19946326175181,a bina kè kogo mo là yé,0
ID_17333455417573,bolokunaden bi yɔrɔ yira,0
ID_19647568417627,mokɛri ko bila sen kan.,0
ID_18236727176815,olivie le fɛbr ka siraba etanpl,0
ID_19641240417746,bara ni bi nin kilan yɔrɔ saba ye,0
ID_19711667417806,gwɛlɛya kelen lo tun beyi albi joli nin simi na.,0
ID_17917982417862,gartam ka sira a tan nan na,0
ID_18224926417934,"val de borne ka sira, bourbonne- les- bains",0
ID_17349809179888,n'a sɔrɔ i bi se k'an n ka cira lase o ma,0
ID_18052142418044,dovile ka sira a mugan nan na,0
ID_18217227418101,fanga be ne fè,0
ID_18189430418158,sira tan ani kononton nan,0
ID_19630653182122,wolo lon ni saya lon lɔn ni tɛ,0
ID_18105702182734,kulevra ka sira zusi le sodriye .,0
ID_17314511418342,kuma dira sasawulie lo ma,0
ID_19039569184008,o cɛɲumayara ni lolow ye,0
ID_18831185184573,artoro ka sira a tan ni naani nan na,0
ID_19753289185112,a y'a ka kalanw kɛ st john's college la cambridge .,0
ID_18048427418566,obi gossi li kèra a wili la,0
ID_19220427186234,deen naani le be yi,0
ID_19624700186776,jenkulu dɔ bila ra seen kan.,0
ID_19627777418732,a be sii fɛrlafin,0
ID_19756111187896,"nin kɛni kɔ, a kɛra pisikolɔg ye.",0
ID_18816157188447,barada filanan bi dirɛktrisi bolo.,0
ID_17915148189239,san ni miniti duuru n bi n'a pilasi di aw ma,0
ID_18100688189816,foo n ka yɛrɛyira,0
ID_18412931190369,a ka bonkɔnɔɲa,0
ID_17721455190907,n ha sigi ɲɔnhɔn le,0
ID_18522542419144,fani ko bâ ga ya gama kôrô ta,0
ID_17373114191973,humm kagni ka ta yôrôw djan,0
ID_19653919419254,dougou kolo bina yongon kounbè,0
ID_18192705193165,bara kè den bi sorô wa?,0
ID_19750945193704,liza nunsɔndiyalen ye kabakolo ye a y'a yɛrɛ yɛlɛma ani a ɲiin joliman fana bɔra.,0
ID_18031776419426,sarli sapɛn don da,0
ID_18058692419491,cɛmani wa ubiɛn musomani,0
ID_17361677195478,a ye hakɛto,0
ID_18065156419605,n'a tun kɛra ye.,0
ID_18463336419662,a tun sara kamanagwan le ra.,0
ID_19687115419717,a ka jamanaduguba ye santa tekla ye.,0
ID_18006689197729,ni yé faou ka kasso bon yé,0
ID_17441966419828,nin belebeleba ni ta,0
ID_18901807419894,ni sira ni ka djan dè,0
ID_17359694199498,abi môgô sigin,0
ID_17798338200048,duniya bi tagara nin cogo le kan.,0
ID_18901692420068,nɔrɔ bi n yɛrɛ ye,0
ID_17405315201229,a bi mun lo kɛ haati lon ?,0
ID_19635485201777,a bamousso donkili la yanaman yé,0
ID_18599145420231,ni kiumbi o flakè ganssan,0
ID_18949151202924,muso nunu ye filɛli kɛra ani lamɛnira bɛɛ sigi o hakili kan,0
ID_17848474203482,biyé ati yé,0
ID_18170952420404,aba sôgô ra,0
ID_17365209204593,mansine bi fɔnksiyone.,0
ID_20023763205134,faso deen i dansɛ,0
ID_18648580205675,a ti foyi ɲɛ,0
ID_17409032206302,a ka kɔrɔ ni ne ye,0
ID_18269233206853,an bi sega siga touma bè wa?,0
ID_17903352207392,a fari fini tè,0
ID_17804752207954,a mènan yannanman,0
ID_19645053208493,ko kalan fa gnanan man lo,0
ID_19186390209151,ko i bi ta sɔrɔ arp sinitgɛr ka kalanden lo tun depi fɔlɔ lomin na a ma sɛbɛ ka bila.,0
ID_19205648209702,ko hone yi a yɛrɛ taa nin kursi na mɛ a kɛra mɔgɔ tanninan le ye.,0
ID_19051117210258,ko a gwɛrɛ nin le dugu dɔra min yi kɛrala ye ale ni tamirinasu min beyi numa bolo fanfɛ.,0
ID_19962609210804,ko a bi yɔrɔ min na ɲamɔgɔya ra min ye ka ta kuramanya fanfɛ.,0
ID_18770017421134,ko ɔnhɔn ko a yi mɔgɔfagalaw ye ko aw yi forobamɔgɔw ye.,0
ID_18106330211965,sira tchama lo,0
ID_18459941212513,bè ya lon ko alé lo bi koni kèra,0
ID_19686385213135,o tounyi a labila,0
ID_19702604213667,machine ni yi ko tien,0
ID_19916296214199,a toumbi yongin yé ra,0
ID_18128255214733,aya yèrè ta ka ni koni kè,0
ID_18119982215271,i ma gèrè ne la,0
ID_17769201215803,ko oyi kalan kè yongon fè,0
ID_17727624216335,ohh n dalebala yɛrɛyɛrɛ,0
ID_19773367216871,san fila tɛmɛni kɔfɛ a y'a ka dinɛ ko ɲaniyaw yɛlɛma,0
ID_18261828217508,mara fila ka kalanbon,0
ID_18451004421811,ka filɛrikɛ a yɛrɛ gɛrɛfɛ wa,0
ID_17350797218667,n ta lɔn n bin'a bara cogo min na.,0
ID_18642258219341,marko fana yɛrɛba kun ta an bolo,0
ID_18063206219904,ka filɛrikɛ a yɛrɛ gɛrɛfɛ,0
ID_19642811220448,ratari bi serbie ka dougou tchèma,0
ID_19202583422099,mogô bi alé yôrô ni lan ko djougou,0
ID_19722022221535,o bina benn,0
